"source","mode","target","id"
"glpP","activation","glpF","glpPglpFactivation"
"glpP","activation","glpK","glpPglpKactivation"
"abrB","activation","glpF","abrBglpFactivation"
"abrB","activation","glpK","abrBglpKactivation"
"sigA","activation","glpF","sigAglpFactivation"
"sigA","activation","glpK","sigAglpKactivation"
"sigF","activation","yckD","sigFyckDactivation"
"sigG","activation","yckD","sigGyckDactivation"
"sigD","activation","cwlQ","sigDcwlQactivation"
"ctsR","repression","trxA","ctsRtrxArepression"
"sigA","activation","trxA","sigAtrxAactivation"
"sigB","activation","trxA","sigBtrxAactivation"
"spoIIID","repression","pdaB","spoIIIDpdaBrepression"
"sigE","activation","pdaB","sigEpdaBactivation"
"adhR","activation","adhA","adhRadhAactivation"
"sigE","activation","ywcB","sigEywcBactivation"
"sigE","activation","ywcA","sigEywcAactivation"
"kipR","repression","lipC","kipRlipCrepression"
"kipR","repression","ycsI","kipRycsIrepression"
"kipR","repression","pxpC","kipRpxpCrepression"
"kipR","repression","pxpB","kipRpxpBrepression"
"kipR","repression","pxpA","kipRpxpArepression"
"kipR","repression","kipR","kipRkipRrepression"
"kipR","repression","ycsG","kipRycsGrepression"
"tnrA","activation","lipC","tnrAlipCactivation"
"tnrA","activation","ycsI","tnrAycsIactivation"
"tnrA","activation","pxpC","tnrApxpCactivation"
"tnrA","activation","pxpB","tnrApxpBactivation"
"tnrA","activation","pxpA","tnrApxpAactivation"
"tnrA","activation","kipR","tnrAkipRactivation"
"tnrA","activation","ycsG","tnrAycsGactivation"
"gerE","activation","cwlH","gerEcwlHactivation"
"sigK","activation","cwlH","sigKcwlHactivation"
"sigA","activation","yabE","sigAyabEactivation"
"sigK","activation","ydgA","sigKydgAactivation"
"sigK","activation","ydgB","sigKydgBactivation"
"sigK","activation","cotP","sigKcotPactivation"
"gerE","repression","ydgA","gerEydgArepression"
"gerE","repression","ydgB","gerEydgBrepression"
"gerE","repression","cotP","gerEcotPrepression"
"mta","activation","mta","mtamtaactivation"
"sigA","activation","mta","sigAmtaactivation"
"nagR","repression","nagP","nagRnagPrepression"
"sigA","activation","nagP","sigAnagPactivation"
"sinR","repression","yugO","sinRyugOrepression"
"sinR","repression","mstX","sinRmstXrepression"
"sigK","activation","ytlD","sigKytlDactivation"
"sigK","activation","ytlC","sigKytlCactivation"
"sigK","activation","ytlA","sigKytlAactivation"
"sigE","activation","fisB","sigEfisBactivation"
"purR","repression","yabJ","purRyabJrepression"
"purR","repression","ispE","purRispErepression"
"purR","repression","purR","purRpurRrepression"
"dnaA","repression","ywcI","dnaAywcIrepression"
"spo0A","activation","yqcF","spo0AyqcFactivation"
"spo0A","activation","yqcG","spo0AyqcGactivation"
"abrB","repression","yqcF","abrByqcFrepression"
"abrB","repression","yqcG","abrByqcGrepression"
"tnrA","activation","tnrA","tnrAtnrAactivation"
"glnR","repression","tnrA","glnRtnrArepression"
"xpf","activation","xkdN","xpfxkdNactivation"
"xpf","activation","xkdT","xpfxkdTactivation"
"xpf","activation","xkzB","xpfxkzBactivation"
"xpf","activation","xkdW","xpfxkdWactivation"
"xpf","activation","xtmB","xpfxtmBactivation"
"xpf","activation","xepA","xpfxepAactivation"
"xpf","activation","xkdK","xpfxkdKactivation"
"xpf","activation","xhlB","xpfxhlBactivation"
"xpf","activation","xkdG","xpfxkdGactivation"
"xpf","activation","xkzA","xpfxkzAactivation"
"xpf","activation","xlyA","xpfxlyAactivation"
"xpf","activation","xkdI","xpfxkdIactivation"
"xpf","activation","xhlA","xpfxhlAactivation"
"xpf","activation","xkdF","xpfxkdFactivation"
"xpf","activation","xkdM","xpfxkdMactivation"
"xpf","activation","xkdJ","xpfxkdJactivation"
"xpf","activation","xkdX","xpfxkdXactivation"
"xpf","activation","xkdH","xpfxkdHactivation"
"xpf","activation","xkdV","xpfxkdVactivation"
"xpf","activation","xkdR","xpfxkdRactivation"
"xpf","activation","xkdU","xpfxkdUactivation"
"xpf","activation","xkdS","xpfxkdSactivation"
"xpf","activation","xkdO","xpfxkdOactivation"
"xpf","activation","xkdQ","xpfxkdQactivation"
"xpf","activation","xtmA","xpfxtmAactivation"
"xpf","activation","xkdE","xpfxkdEactivation"
"xpf","activation","xkdP","xpfxkdPactivation"
"mta","activation","ymfD","mtaymfDactivation"
"mta","activation","ymfF","mtaymfFactivation"
"mta","activation","ymfH","mtaymfHactivation"
"ywcC","repression","slrA","ywcCslrArepression"
"sigG","activation","exoA","sigGexoAactivation"
"sigG","activation","ccpB","sigGccpBactivation"
"phoP","activation","phoB","phoPphoBactivation"
"phoP","activation","ydhF","phoPydhFactivation"
"sigE","activation","phoB","sigEphoBactivation"
"sigE","activation","ydhF","sigEydhFactivation"
"sigA","activation","phoB","sigAphoBactivation"
"sigA","activation","ydhF","sigAydhFactivation"
"comK","activation","ybdK","comKybdKactivation"
"kdgR","repression","kduI","kdgRkduIrepression"
"kdgR","repression","kduD","kdgRkduDrepression"
"ccpA","repression","kduI","ccpAkduIrepression"
"ccpA","repression","kduD","ccpAkduDrepression"
"sigA","activation","kduI","sigAkduIactivation"
"sigA","activation","kduD","sigAkduDactivation"
"sigB","activation","ywsB","sigBywsBactivation"
"fur","repression","ywjB","furywjBrepression"
"sigB","activation","yfhL","sigByfhLactivation"
"sigB","activation","yfhK","sigByfhKactivation"
"sigB","activation","yfhM","sigByfhMactivation"
"sigW","activation","yfhL","sigWyfhLactivation"
"sigW","activation","yfhK","sigWyfhKactivation"
"sigW","activation","yfhM","sigWyfhMactivation"
"abrB","repression","ctaO","abrBctaOrepression"
"spo0A","repression","divIVA","spo0AdivIVArepression"
"ccpA","repression","dctP","ccpAdctPrepression"
"sigA","activation","dctP","sigAdctPactivation"
"ccpN","activation","thyB","ccpNthyBactivation"
"ccpN","activation","dfrA","ccpNdfrAactivation"
"spoIIID","repression","spoVV","spoIIIDspoVVrepression"
"sigE","activation","spoVV","sigEspoVVactivation"
"gerE","repression","ysnD","gerEysnDrepression"
"tnrA","activation","ysnD","tnrAysnDactivation"
"sigE","activation","ysnD","sigEysnDactivation"
"sigK","activation","ysnD","sigKysnDactivation"
"sigB","activation","ysdB","sigBysdBactivation"
"sigW","activation","ysdB","sigWysdBactivation"
"T-box","activation","ywhA","T-boxywhAactivation"
"T-box","activation","thrZ","T-boxthrZactivation"
"sigA","activation","ywhA","sigAywhAactivation"
"sigA","activation","thrZ","sigAthrZactivation"
"perR","repression","perR","perRperRrepression"
"sigA","activation","perR","sigAperRactivation"
"sigB","activation","nadE","sigBnadEactivation"
"sigA","activation","nadE","sigAnadEactivation"
"codY","repression","hag","codYhagrepression"
"scoC","repression","hag","scoChagrepression"
"sigD","activation","hag","sigDhagactivation"
"sigB","activation","ydaT","sigBydaTactivation"
"cymR","repression","ydbM","cymRydbMrepression"
"codY","repression","rocA","codYrocArepression"
"codY","repression","rocC","codYrocCrepression"
"codY","repression","rocB","codYrocBrepression"
"rocR","activation","rocA","rocRrocAactivation"
"rocR","activation","rocC","rocRrocCactivation"
"rocR","activation","rocB","rocRrocBactivation"
"ahrC","activation","rocA","ahrCrocAactivation"
"ahrC","activation","rocC","ahrCrocCactivation"
"ahrC","activation","rocB","ahrCrocBactivation"
"abrB","repression","rocA","abrBrocArepression"
"abrB","repression","rocC","abrBrocCrepression"
"abrB","repression","rocB","abrBrocBrepression"
"sigL","activation","rocA","sigLrocAactivation"
"sigL","activation","rocC","sigLrocCactivation"
"sigL","activation","rocB","sigLrocBactivation"
"lexA","repression","yhaO","lexAyhaOrepression"
"lexA","repression","yhaM","lexAyhaMrepression"
"lexA","repression","sbcE","lexAsbcErepression"
"natR","activation","natB","natRnatBactivation"
"natR","activation","natA","natRnatAactivation"
"sigA","activation","SR4","sigASR4activation"
"sigA","activation","adaA","sigAadaAactivation"
"sigA","activation","adaB","sigAadaBactivation"
"adaA","activation","adaA","adaAadaAactivation"
"adaA","activation","adaB","adaAadaBactivation"
"spoIIID","repression","yqfC","spoIIIDyqfCrepression"
"spoIIID","repression","yqfD","spoIIIDyqfDrepression"
"sigE","activation","yqfC","sigEyqfCactivation"
"sigE","activation","yqfD","sigEyqfDactivation"
"sigG","activation","gerBA","sigGgerBAactivation"
"sigG","activation","gerBC","sigGgerBCactivation"
"sigG","activation","gerBB","sigGgerBBactivation"
"sigA","activation","csbA","sigAcsbAactivation"
"sigB","activation","csbA","sigBcsbAactivation"
"abrB","repression","epeA","abrBepeArepression"
"abrB","repression","epeE","abrBepeErepression"
"abrB","repression","epeB","abrBepeBrepression"
"abrB","repression","epeX","abrBepeXrepression"
"abrB","repression","epeP","abrBepePrepression"
"sigA","activation","epeA","sigAepeAactivation"
"sigA","activation","epeE","sigAepeEactivation"
"sigA","activation","epeB","sigAepeBactivation"
"sigA","activation","epeX","sigAepeXactivation"
"sigA","activation","epeP","sigAepePactivation"
"rok","repression","epeA","rokepeArepression"
"rok","repression","epeE","rokepeErepression"
"rok","repression","epeB","rokepeBrepression"
"rok","repression","epeX","rokepeXrepression"
"rok","repression","epeP","rokepePrepression"
"sigB","activation","csbD","sigBcsbDactivation"
"cssR","activation","htrA","cssRhtrAactivation"
"sigA","activation","htrA","sigAhtrAactivation"
"ccpA","repression","abf2","ccpAabf2repression"
"araR","repression","abf2","araRabf2repression"
"sigA","activation","abf2","sigAabf2activation"
"codY","activation","guaC","codYguaCactivation"
"purR","repression","guaC","purRguaCrepression"
"sigF","activation","seaA","sigFseaAactivation"
"sigF","activation","yphA","sigFyphAactivation"
"abrB","repression","ywoF","abrBywoFrepression"
"abh","repression","ywoF","abhywoFrepression"
"sigB","activation","aldY","sigBaldYactivation"
"ywbI","activation","ywbG","ywbIywbGactivation"
"ywbI","activation","ywbH","ywbIywbHactivation"
"perR","repression","pfeT","perRpfeTrepression"
"sigA","activation","pfeT","sigApfeTactivation"
"sigW","activation","yoaF","sigWyoaFactivation"
"iolR","repression","iolB","iolRiolBrepression"
"iolR","repression","iolF","iolRiolFrepression"
"iolR","repression","iolJ","iolRiolJrepression"
"iolR","repression","iolI","iolRiolIrepression"
"iolR","repression","iolA","iolRiolArepression"
"iolR","repression","iolG","iolRiolGrepression"
"iolR","repression","iolD","iolRiolDrepression"
"iolR","repression","iolC","iolRiolCrepression"
"iolR","repression","iolE","iolRiolErepression"
"iolR","repression","iolH","iolRiolHrepression"
"ccpA","repression","iolB","ccpAiolBrepression"
"ccpA","repression","iolF","ccpAiolFrepression"
"ccpA","repression","iolJ","ccpAiolJrepression"
"ccpA","repression","iolI","ccpAiolIrepression"
"ccpA","repression","iolA","ccpAiolArepression"
"ccpA","repression","iolG","ccpAiolGrepression"
"ccpA","repression","iolD","ccpAiolDrepression"
"ccpA","repression","iolC","ccpAiolCrepression"
"ccpA","repression","iolE","ccpAiolErepression"
"ccpA","repression","iolH","ccpAiolHrepression"
"sigA","activation","iolB","sigAiolBactivation"
"sigA","activation","iolF","sigAiolFactivation"
"sigA","activation","iolJ","sigAiolJactivation"
"sigA","activation","iolI","sigAiolIactivation"
"sigA","activation","iolA","sigAiolAactivation"
"sigA","activation","iolG","sigAiolGactivation"
"sigA","activation","iolD","sigAiolDactivation"
"sigA","activation","iolC","sigAiolCactivation"
"sigA","activation","iolE","sigAiolEactivation"
"sigA","activation","iolH","sigAiolHactivation"
"csoR","repression","copZ","csoRcopZrepression"
"csoR","repression","copA","csoRcopArepression"
"sigA","activation","copZ","sigAcopZactivation"
"sigA","activation","copA","sigAcopAactivation"
"sigE","activation","yjdH","sigEyjdHactivation"
"sigD","activation","lytF","sigDlytFactivation"
"slrR","repression","lytF","slrRlytFrepression"
"sinR","repression","lytF","sinRlytFrepression"
"sigE","activation","prkA","sigEprkAactivation"
"sigW","activation","yobJ","sigWyobJactivation"
"sigK","activation","spoVFA","sigKspoVFAactivation"
"sigK","activation","spoVFB","sigKspoVFBactivation"
"spo0A","repression","tkt","spo0Atktrepression"
"sigX","activation","abh","sigXabhactivation"
"sigM","activation","abh","sigMabhactivation"
"sigV","activation","abh","sigVabhactivation"
"sigA","activation","mutY","sigAmutYactivation"
"sigG","activation","mutY","sigGmutYactivation"
"yfhP","repression","mutY","yfhPmutYrepression"
"sigO","activation","rsiO","sigOrsiOactivation"
"sigO","activation","oxdC","sigOoxdCactivation"
"rsoA","activation","rsiO","rsoArsiOactivation"
"rsoA","activation","oxdC","rsoAoxdCactivation"
"resD","activation","ctaA","resDctaAactivation"
"sigA","activation","ctaA","sigActaAactivation"
"sigE","activation","ctaA","sigEctaAactivation"
"sigA","activation","ycnL","sigAycnLactivation"
"sigG","activation","ylaJ","sigGylaJactivation"
"sigF","activation","yqhG","sigFyqhGactivation"
"sigF","activation","yqhH","sigFyqhHactivation"
"ccpA","repression","acuC","ccpAacuCrepression"
"ccpA","repression","acuA","ccpAacuArepression"
"ccpA","repression","acuB","ccpAacuBrepression"
"sigA","activation","acuC","sigAacuCactivation"
"sigA","activation","acuA","sigAacuAactivation"
"sigA","activation","acuB","sigAacuBactivation"
"sigB","activation","ywjC","sigBywjCactivation"
"liaR","activation","ydhE","liaRydhEactivation"
"codY","repression","ybgE","codYybgErepression"
"sigB","activation","rsbRD","sigBrsbRDactivation"
"sigK","activation","yitB","sigKyitBactivation"
"sigK","activation","yitA","sigKyitAactivation"
"sigK","activation","yisZ","sigKyisZactivation"
"sigK","activation","gerPC","sigKgerPCactivation"
"sigK","activation","gerPE","sigKgerPEactivation"
"sigK","activation","gerPB","sigKgerPBactivation"
"sigK","activation","gerPF","sigKgerPFactivation"
"sigK","activation","gerPA","sigKgerPAactivation"
"sigK","activation","gerPD","sigKgerPDactivation"
"gerE","repression","gerPC","gerEgerPCrepression"
"gerE","repression","gerPE","gerEgerPErepression"
"gerE","repression","gerPB","gerEgerPBrepression"
"gerE","repression","gerPF","gerEgerPFrepression"
"gerE","repression","gerPA","gerEgerPArepression"
"gerE","repression","gerPD","gerEgerPDrepression"
"sigB","activation","bmrU","sigBbmrUactivation"
"lexA","repression","corA","lexAcorArepression"
"sigB","activation","corA","sigBcorAactivation"
"pucR","activation","pucG","pucRpucGactivation"
"pucR","activation","pucF","pucRpucFactivation"
"sigA","activation","pucG","sigApucGactivation"
"sigA","activation","pucF","sigApucFactivation"
"lmrA","repression","yxaH","lmrAyxaHrepression"
"lmrA","repression","qdoI","lmrAqdoIrepression"
"qdoR","repression","yxaH","qdoRyxaHrepression"
"qdoR","repression","qdoI","qdoRqdoIrepression"
"lexA","repression","aprX","lexAaprXrepression"
"sigA","activation","aprX","sigAaprXactivation"
"spoVT","activation","sspA","spoVTsspAactivation"
"sigG","activation","sspA","sigGsspAactivation"
"spo0A","repression","pdeH","spo0ApdeHrepression"
"sigA","activation","pdeH","sigApdeHactivation"
"sigE","activation","spmB","sigEspmBactivation"
"sigE","activation","dacB","sigEdacBactivation"
"sigE","activation","spmA","sigEspmAactivation"
"ccpA","repression","wprA","ccpAwprArepression"
"yvrHb","activation","wprA","yvrHbwprAactivation"
"sigA","activation","wprA","sigAwprAactivation"
"codY","repression","vpr","codYvprrepression"
"phoP","activation","vpr","phoPvpractivation"
"lexA","repression","vpr","lexAvprrepression"
"dnaA","repression","vpr","dnaAvprrepression"
"sigH","activation","vpr","sigHvpractivation"
"czrA","repression","czcO","czrAczcOrepression"
"czrA","repression","czcD","czrAczcDrepression"
"sigA","activation","cdd","sigAcddactivation"
"sigA","activation","yqzL","sigAyqzLactivation"
"sigA","activation","recO","sigArecOactivation"
"sigA","activation","era","sigAeraactivation"
"sigB","activation","cdd","sigBcddactivation"
"sigB","activation","yqzL","sigByqzLactivation"
"sigB","activation","recO","sigBrecOactivation"
"sigB","activation","era","sigBeraactivation"
"arsR","repression","yqcK","arsRyqcKrepression"
"arsR","repression","arsR","arsRarsRrepression"
"arsR","repression","arsB","arsRarsBrepression"
"arsR","repression","arsC","arsRarsCrepression"
"sigA","activation","yqcK","sigAyqcKactivation"
"sigA","activation","arsR","sigAarsRactivation"
"sigA","activation","arsB","sigAarsBactivation"
"sigA","activation","arsC","sigAarsCactivation"
"sigF","activation","yqcK","sigFyqcKactivation"
"sigF","activation","arsR","sigFarsRactivation"
"sigF","activation","arsB","sigFarsBactivation"
"sigF","activation","arsC","sigFarsCactivation"
"comK","activation","comC","comKcomCactivation"
"sigA","activation","comC","sigAcomCactivation"
"T-box","activation","proI","T-boxproIactivation"
"sigA","activation","proI","sigAproIactivation"
"codY","repression","amhX","codYamhXrepression"
"sigA","activation","amhX","sigAamhXactivation"
"sigA","activation","lgt","sigAlgtactivation"
"sigA","activation","hprK","sigAhprKactivation"
"sigA","activation","yvoF","sigAyvoFactivation"
"sigA","activation","yvoE","sigAyvoEactivation"
"sigA","activation","yvoD","sigAyvoDactivation"
"ganR","repression","ganQ","ganRganQrepression"
"ganR","repression","ganP","ganRganPrepression"
"ganR","repression","ganB","ganRganBrepression"
"ganR","repression","ganS","ganRganSrepression"
"ganR","repression","ganA","ganRganArepression"
"lexA","repression","uvrC","lexAuvrCrepression"
"fur","repression","dhbC","furdhbCrepression"
"fur","repression","dhbB","furdhbBrepression"
"fur","repression","dhbA","furdhbArepression"
"fur","repression","dhbF","furdhbFrepression"
"fur","repression","dhbE","furdhbErepression"
"fur","repression","ybdZ","furybdZrepression"
"abrB","repression","dhbC","abrBdhbCrepression"
"abrB","repression","dhbB","abrBdhbBrepression"
"abrB","repression","dhbA","abrBdhbArepression"
"abrB","repression","dhbF","abrBdhbFrepression"
"abrB","repression","dhbE","abrBdhbErepression"
"abrB","repression","ybdZ","abrBybdZrepression"
"sigA","activation","dhbC","sigAdhbCactivation"
"sigA","activation","dhbB","sigAdhbBactivation"
"sigA","activation","dhbA","sigAdhbAactivation"
"sigA","activation","dhbF","sigAdhbFactivation"
"sigA","activation","dhbE","sigAdhbEactivation"
"sigA","activation","ybdZ","sigAybdZactivation"
"kre","repression","dhbC","kredhbCrepression"
"kre","repression","dhbB","kredhbBrepression"
"kre","repression","dhbA","kredhbArepression"
"kre","repression","dhbF","kredhbFrepression"
"kre","repression","dhbE","kredhbErepression"
"kre","repression","ybdZ","kreybdZrepression"
"ccpA","repression","xynB","ccpAxynBrepression"
"ccpA","repression","xynP","ccpAxynPrepression"
"xylR","repression","xynB","xylRxynBrepression"
"xylR","repression","xynP","xylRxynPrepression"
"sigA","activation","xynB","sigAxynBactivation"
"sigA","activation","xynP","sigAxynPactivation"
"ctsR","repression","clpE","ctsRclpErepression"
"sigA","activation","clpE","sigAclpEactivation"
"sigE","activation","yckC","sigEyckCactivation"
"abrB","repression","yddT","abrByddTrepression"
"S-box","repression","metE","S-boxmetErepression"
"lexA","repression","ynzC","lexAynzCrepression"
"lexA","repression","yneB","lexAyneBrepression"
"lexA","repression","yneA","lexAyneArepression"
"T-box","activation","glyS","T-boxglySactivation"
"T-box","activation","glyQ","T-boxglyQactivation"
"lmrA","repression","qdoR","lmrAqdoRrepression"
"qdoR","repression","qdoR","qdoRqdoRrepression"
"sigG","activation","cdaS","sigGcdaSactivation"
"abrB","repression","yxzE","abrByxzErepression"
"sigW","activation","yxzE","sigWyxzEactivation"
"yclJ","activation","ykcB","yclJykcBactivation"
"yclJ","activation","ykcC","yclJykcCactivation"
"yrkP","activation","ykcB","yrkPykcBactivation"
"yrkP","activation","ykcC","yrkPykcCactivation"
"cysL","activation","cysJ","cysLcysJactivation"
"cysL","activation","cysI","cysLcysIactivation"
"sigA","activation","cysJ","sigAcysJactivation"
"sigA","activation","cysI","sigAcysIactivation"
"codY","repression","hom","codYhomrepression"
"codY","repression","thrB","codYthrBrepression"
"codY","repression","thrC","codYthrCrepression"
"tnrA","repression","hom","tnrAhomrepression"
"tnrA","repression","thrB","tnrAthrBrepression"
"tnrA","repression","thrC","tnrAthrCrepression"
"thrR","repression","hom","thrRhomrepression"
"thrR","repression","thrB","thrRthrBrepression"
"thrR","repression","thrC","thrRthrCrepression"
"ccpA","repression","xylA","ccpAxylArepression"
"ccpA","repression","xylB","ccpAxylBrepression"
"xylR","repression","xylA","xylRxylArepression"
"xylR","repression","xylB","xylRxylBrepression"
"sigA","activation","xylA","sigAxylAactivation"
"sigA","activation","xylB","sigAxylBactivation"
"sigA","activation","pmi","sigApmiactivation"
"sigO","activation","yvrJ","sigOyvrJactivation"
"rsoA","activation","yvrJ","rsoAyvrJactivation"
"sigA","activation","citR","sigAcitRactivation"
"codY","repression","ycgA","codYycgArepression"
"sigA","activation","mtnU","sigAmtnUactivation"
"sigF","activation","csfB","sigFcsfBactivation"
"sigK","activation","csfB","sigKcsfBactivation"
"abrB","repression","ydeH","abrBydeHrepression"
"spoIIID","repression","spoIID","spoIIIDspoIIDrepression"
"sigE","activation","spoIID","sigEspoIIDactivation"
"ctsR","repression","clpX","ctsRclpXrepression"
"sigA","activation","clpX","sigAclpXactivation"
"sigB","activation","yqhP","sigByqhPactivation"
"sigB","activation","yqhQ","sigByqhQactivation"
"sigF","activation","yqhP","sigFyqhPactivation"
"sigF","activation","yqhQ","sigFyqhQactivation"
"yclJ","activation","yclH","yclJyclHactivation"
"yclJ","activation","yclI","yclJyclIactivation"
"spoIIID","repression","bofA","spoIIIDbofArepression"
"sigE","activation","bofA","sigEbofAactivation"
"yetL","repression","yetM","yetLyetMrepression"
"lexA","repression","yqhB","lexAyqhBrepression"
"sigB","activation","yqhB","sigByqhBactivation"
"tnrA","activation","yxkC","tnrAyxkCactivation"
"sigD","activation","yxkC","sigDyxkCactivation"
"sigE","activation","spoVR","sigEspoVRactivation"
"mhqR","repression","mhqA","mhqRmhqArepression"
"sigA","activation","mhqA","sigAmhqAactivation"
"sigM","activation","bcrC","sigMbcrCactivation"
"sigI","activation","bcrC","sigIbcrCactivation"
"sigW","activation","bcrC","sigWbcrCactivation"
"sigX","activation","bcrC","sigXbcrCactivation"
"sigV","activation","bcrC","sigVbcrCactivation"
"sigA","activation","ggaB","sigAggaBactivation"
"sigA","activation","ggaA","sigAggaAactivation"
"sigD","activation","dgcW","sigDdgcWactivation"
"spo0A","activation","yusE","spo0AyusEactivation"
"spo0A","activation","yusD","spo0AyusDactivation"
"sigW","activation","ywrE","sigWywrEactivation"
"lexA","repression","ruvA","lexAruvArepression"
"lexA","repression","ruvB","lexAruvBrepression"
"sigE","activation","citH","sigEcitHactivation"
"sigF","activation","citH","sigFcitHactivation"
"fur","repression","yfkM","furyfkMrepression"
"sigB","activation","yfkM","sigByfkMactivation"
"S-box","repression","yoaC","S-boxyoaCrepression"
"S-box","repression","yoaD","S-boxyoaDrepression"
"S-box","repression","yoaB","S-boxyoaBrepression"
"sigE","activation","coxA","sigEcoxAactivation"
"sigE","activation","safA","sigEsafAactivation"
"sigD","activation","fliS","sigDfliSactivation"
"sigD","activation","yvyC","sigDyvyCactivation"
"sigD","activation","fliT","sigDfliTactivation"
"sigD","activation","fliD","sigDfliDactivation"
"sigI","activation","gsiB","sigIgsiBactivation"
"sigB","activation","gsiB","sigBgsiBactivation"
"ahrC","repression","argJ","ahrCargJrepression"
"ahrC","repression","argF","ahrCargFrepression"
"ahrC","repression","carA","ahrCcarArepression"
"ahrC","repression","argC","ahrCargCrepression"
"ahrC","repression","carB","ahrCcarBrepression"
"ahrC","repression","argD","ahrCargDrepression"
"ahrC","repression","argB","ahrCargBrepression"
"codY","repression","argJ","codYargJrepression"
"codY","repression","argF","codYargFrepression"
"codY","repression","carA","codYcarArepression"
"codY","repression","argC","codYargCrepression"
"codY","repression","carB","codYcarBrepression"
"codY","repression","argD","codYargDrepression"
"codY","repression","argB","codYargBrepression"
"sigA","activation","argJ","sigAargJactivation"
"sigA","activation","argF","sigAargFactivation"
"sigA","activation","carA","sigAcarAactivation"
"sigA","activation","argC","sigAargCactivation"
"sigA","activation","carB","sigAcarBactivation"
"sigA","activation","argD","sigAargDactivation"
"sigA","activation","argB","sigAargBactivation"
"sigA","activation","hemZ","sigAhemZactivation"
"rex","repression","hemZ","rexhemZrepression"
"zur","repression","znuC","zurznuCrepression"
"zur","repression","znuA","zurznuArepression"
"zur","repression","znuB","zurznuBrepression"
"sigA","activation","znuC","sigAznuCactivation"
"sigA","activation","znuA","sigAznuAactivation"
"sigA","activation","znuB","sigAznuBactivation"
"gerR","activation","spoVIF","gerRspoVIFactivation"
"sigK","activation","spoVIF","sigKspoVIFactivation"
"sigM","activation","amj","sigMamjactivation"
"remA","activation","epsN","remAepsNactivation"
"remA","activation","epsD","remAepsDactivation"
"remA","activation","epsM","remAepsMactivation"
"remA","activation","epsJ","remAepsJactivation"
"remA","activation","epsO","remAepsOactivation"
"remA","activation","epsE","remAepsEactivation"
"remA","activation","epsC","remAepsCactivation"
"remA","activation","epsK","remAepsKactivation"
"remA","activation","epsI","remAepsIactivation"
"remA","activation","epsB","remAepsBactivation"
"remA","activation","epsH","remAepsHactivation"
"remA","activation","epsG","remAepsGactivation"
"remA","activation","epsL","remAepsLactivation"
"remA","activation","epsF","remAepsFactivation"
"remA","activation","epsA","remAepsAactivation"
"abrB","repression","epsN","abrBepsNrepression"
"abrB","repression","epsD","abrBepsDrepression"
"abrB","repression","epsM","abrBepsMrepression"
"abrB","repression","epsJ","abrBepsJrepression"
"abrB","repression","epsO","abrBepsOrepression"
"abrB","repression","epsE","abrBepsErepression"
"abrB","repression","epsC","abrBepsCrepression"
"abrB","repression","epsK","abrBepsKrepression"
"abrB","repression","epsI","abrBepsIrepression"
"abrB","repression","epsB","abrBepsBrepression"
"abrB","repression","epsH","abrBepsHrepression"
"abrB","repression","epsG","abrBepsGrepression"
"abrB","repression","epsL","abrBepsLrepression"
"abrB","repression","epsF","abrBepsFrepression"
"abrB","repression","epsA","abrBepsArepression"
"sinR","repression","epsN","sinRepsNrepression"
"sinR","repression","epsD","sinRepsDrepression"
"sinR","repression","epsM","sinRepsMrepression"
"sinR","repression","epsJ","sinRepsJrepression"
"sinR","repression","epsO","sinRepsOrepression"
"sinR","repression","epsE","sinRepsErepression"
"sinR","repression","epsC","sinRepsCrepression"
"sinR","repression","epsK","sinRepsKrepression"
"sinR","repression","epsI","sinRepsIrepression"
"sinR","repression","epsB","sinRepsBrepression"
"sinR","repression","epsH","sinRepsHrepression"
"sinR","repression","epsG","sinRepsGrepression"
"sinR","repression","epsL","sinRepsLrepression"
"sinR","repression","epsF","sinRepsFrepression"
"sinR","repression","epsA","sinRepsArepression"
"sigA","activation","epsN","sigAepsNactivation"
"sigA","activation","epsD","sigAepsDactivation"
"sigA","activation","epsM","sigAepsMactivation"
"sigA","activation","epsJ","sigAepsJactivation"
"sigA","activation","epsO","sigAepsOactivation"
"sigA","activation","epsE","sigAepsEactivation"
"sigA","activation","epsC","sigAepsCactivation"
"sigA","activation","epsK","sigAepsKactivation"
"sigA","activation","epsI","sigAepsIactivation"
"sigA","activation","epsB","sigAepsBactivation"
"sigA","activation","epsH","sigAepsHactivation"
"sigA","activation","epsG","sigAepsGactivation"
"sigA","activation","epsL","sigAepsLactivation"
"sigA","activation","epsF","sigAepsFactivation"
"sigA","activation","epsA","sigAepsAactivation"
"EAR riboswitch","repression","epsN","EAR riboswitchepsNrepression"
"EAR riboswitch","repression","epsD","EAR riboswitchepsDrepression"
"EAR riboswitch","repression","epsM","EAR riboswitchepsMrepression"
"EAR riboswitch","repression","epsJ","EAR riboswitchepsJrepression"
"EAR riboswitch","repression","epsO","EAR riboswitchepsOrepression"
"EAR riboswitch","repression","epsE","EAR riboswitchepsErepression"
"EAR riboswitch","repression","epsC","EAR riboswitchepsCrepression"
"EAR riboswitch","repression","epsK","EAR riboswitchepsKrepression"
"EAR riboswitch","repression","epsI","EAR riboswitchepsIrepression"
"EAR riboswitch","repression","epsB","EAR riboswitchepsBrepression"
"EAR riboswitch","repression","epsH","EAR riboswitchepsHrepression"
"EAR riboswitch","repression","epsG","EAR riboswitchepsGrepression"
